,Degree
9502,42
9503,71
9504,20
9505,5
9506,6
9507,8
9508,47
9509,22
9510,27
9511,23
9512,36
9513,15
9514,118
9515,15
9516,52
9517,24
9518,122
9519,7
9520,29
9521,41
9522,28
9523,69
9524,42
9525,13
9526,15
9527,8
9528,15
9529,6
9530,9
9531,6
9532,28
9533,12
9534,10
9535,7
9536,25
9537,50
9538,14
9539,8
9540,9
9541,10
9542,5
9543,4
9544,20
9545,44
9546,8
9547,20
9548,44
9549,13
9550,10
9551,6
9552,25
9553,263
9554,23
9555,10
9556,9
9557,9
9558,10
9559,14
9560,47
9561,112
9562,7
9563,38
9564,26
9565,27
9566,16
9567,6
9568,6
9569,42
9570,9
9571,10
9572,19
9573,15
9574,14
9575,21
9576,26
9577,5
9578,5
9579,11
9580,27
9581,4452
9582,3
9583,10
9584,5
9585,6
9586,11
9587,9
9588,53
9589,13
9590,30
9591,6
9592,11
9593,17
9594,44
9595,8
9596,17
9597,8
9598,6
9599,9
9600,21
9601,19
9602,15
9603,28
9604,17
9605,3
9606,18
9607,30
9608,12
9609,5
9610,12
9611,5
9612,30
9613,21
9614,44
9615,6
9616,4
9617,13
9618,6
9619,4
9620,6
9621,4287
9622,19
9623,9
9624,14
9625,9
9626,21
9627,7
9628,17
9629,22
9630,82
9631,9
9632,14
9633,6
9634,17
9635,48
9636,7
9637,14
9638,3
9639,8
9640,9
9641,16
9642,20
9643,10
9644,14
9645,22
9646,20
9647,11
9648,16
9649,45
9650,10
9651,64
9652,11
9653,7
9654,25
9655,5
9656,7
9657,24
9658,32
9659,14
9660,39
9661,17
9662,13
9663,53
9664,21
9665,9
9666,8
9667,38
9668,55
9669,19
9670,3
9671,7
9672,9
9673,4
9674,10
9675,10
9676,14
9677,41
9678,4
9679,24
9680,95
9681,290
9682,40
9683,12
9684,5
9685,5
9686,26
9687,48
9688,113
9689,9
9690,13
9691,7
9692,27
9693,3
9694,5
9695,26
9696,7
9697,4
9698,7
9699,15
9700,3
9701,70
9702,6
9703,102
9704,17
9705,35
9706,7
9707,135
9708,13
9709,74
9710,14
9711,17
9712,8
9713,24
9714,6
9715,20
9716,18
9717,8
9718,9
9719,10
9720,5
9721,17
9722,47
9723,15
9724,16
9725,8
9726,13
9727,5
9728,16
9729,12
9730,5
9731,38
9732,15
9733,36
9734,23
9735,3
9736,18
9737,30
9738,23
9739,18
9740,22
9741,5
9742,9
9743,12
9744,24
9745,31
9746,41
9747,5
9748,7
9749,165
9750,13
9751,14
9752,9
9753,757
9754,17
9755,4
9756,83
9757,88
9758,9
9759,19
9760,1144
9761,7
9762,9
9763,5
9764,4
9765,27
9766,7
9767,14
9768,25
9769,23
9770,15
9771,44
9772,23
9773,9
9774,4
9775,12
9776,7
9777,6
9778,4
9779,5
9780,11
9781,20
9782,4
9783,16
9784,4
9785,6
9786,41
9787,124
9788,8
9789,12
9790,13
9791,15
9792,29
9793,7
9794,4
9795,11
9796,5
9797,16
9798,32
9799,7
9800,22
9801,51
9802,22
9803,27
9804,28
9805,20
9806,22
9807,35
9808,4
9809,15
9810,5
9811,59
9812,73
9813,24
9814,12
9815,27
9816,13
9817,23
9818,10
9819,10
9820,15
9821,6
9822,6
9823,4
9824,6
9825,10
9826,43
9827,9
9828,5
9829,6
9830,18
9831,20
9832,9
9833,17
9834,75
9835,9
9836,15
9837,7
9838,21
9839,9
9840,20
9841,7
9842,17
9843,24
9844,9
9845,20
9846,575
9847,64
9848,7
9849,10
9850,10
9851,12
9852,89
9853,8
9854,19
9855,9
9856,97
9857,8
9858,103
9859,16
9860,8
9861,8
9862,2485
9863,26
9864,7
9865,11
9866,43
9867,10
9868,7
9869,8
9870,16
9871,35
9872,129
9873,5
9874,6
9875,653
9876,37
9877,9
9878,8
9879,12
9880,8
9881,47
9882,18
9883,6
9884,12
9885,11
9886,8
9887,26
9888,5
9889,5
9890,8
9891,10
9892,49
9893,5
9894,55
9895,18
9896,5
9897,13
9898,4
9899,10
9900,86
9901,7
9902,15
9903,17
9904,65
9905,18
9906,9
9907,27
9908,23
9909,14
9910,22
9911,19
9912,28
9913,4
9914,13
9915,51
9916,35
9917,69
9918,9
9919,139
9920,10
9921,9
9922,11
9923,63
9924,16
9925,15
9926,11
9927,20
9928,7
9929,42
9930,34
9931,6
9932,18
9933,5
9934,11
9935,6
9936,5
9937,12
9938,5
9939,3
9940,12
9941,10
9942,6
9943,14
9944,38
9945,15
9946,5
9947,161
9948,10
9949,7
9950,8
9951,11
9952,11
9953,6
9954,22
9955,32
9956,6
9957,20
9958,24
9959,19
9960,4
9961,18
9962,5
9963,20
9964,186
9965,10
9966,4
9967,247
9968,7
9969,6
9970,172
9971,11
9972,6
9973,11
9974,6
9975,10
9976,76
9977,6
9978,18
9979,8
9980,12
9981,44
9982,5
9983,17
9984,9
9985,1361
9986,10
9987,41
9988,13
9989,5
9990,35
9991,36
9992,29
9993,29
9994,43
9995,13
9996,82
9997,6
9998,4
9999,15
10000,11
10001,6
10002,4
10003,8
10004,10
10005,7
10006,8
10007,4
10008,31
10009,6
10010,114
10011,49
10012,304
10013,119
10014,17
10015,5
10016,8
10017,19
10018,62
10019,25
10020,17
10021,7
10022,13
10023,16
10024,8
10025,5
10026,18
10027,15
10028,1038
10029,52
10030,19
10031,3
10032,1194
10033,13
10034,60
10035,24
10036,58
10037,12
10038,8
10039,25
10040,12
10041,11
10042,18
10043,8
10044,6
10045,5
10046,10
10047,11
10048,4
10049,23
10050,8
10051,44
10052,10
10053,7
10054,17
10055,5
10056,33
10057,10
10058,6
10059,6
10060,9
10061,25
10062,131
10063,13
10064,6
10065,3
10066,5
10067,32
10068,3
10069,17
10070,8
10071,5
10072,30
10073,5
10074,6
10075,24
10076,11
10077,5
10078,9
10079,11
10080,11
10081,13
10082,554
10083,18
10084,8
10085,43
10086,9
10087,15
10088,37
10089,8
10090,25
10091,5
10092,52
10093,5
10094,23
10095,6
10096,17
10097,18
10098,13
10099,8
10100,10
10101,314
10102,48
10103,5
10104,19
10105,78
10106,7
10107,29
10108,13
10109,118
10110,2
10111,96
10112,8
10113,7
10114,25
10115,14
10116,143
10117,70
10118,38
10119,11
10120,4
10121,40
10122,162
10123,4
10124,21
10125,12
10126,17
10127,45
10128,25
10129,31
10130,3
10131,7
10132,6
10133,16
10134,12
10135,23
10136,4
10137,19
10138,10
10139,9
10140,5
10141,89
10142,9
10143,13
10144,30
10145,11
10146,24
10147,7
10148,23
10149,11
10150,9
10151,13
10152,28
10153,14
10154,11
10155,15
10156,8
10157,4
10158,12
10159,37
10160,10
10161,14
10162,236
10163,4
10164,27
10165,8
10166,10
10167,26
10168,16
10169,14
10170,11
10171,13
10172,8
10173,16
10174,7
10175,103
10176,26
10177,19
10178,11
10179,10
10180,23
10181,6
10182,6
10183,31
10184,2076
10185,36
10186,8
10187,90
10188,11
10189,11
10190,21
10191,32
10192,10
10193,9
10194,11
10195,16
10196,8
10197,99
10198,25
10199,54
10200,10
10201,14
10202,26
10203,28
10204,13
10205,9
10206,10
10207,7
10208,8
10209,19
10210,35
10211,17
10212,14
10213,54
10214,4
10215,4
10216,12
10217,46
10218,23
10219,25
10220,7
10221,139
10222,5
10223,10
10224,11
10225,10
10226,8
10227,12
10228,7
10229,27
10230,13
10231,28
10232,14
10233,9
10234,8
10235,10
10236,59
10237,43
10238,12
10239,10
10240,7
10241,7
10242,12
10243,32
10244,66
10245,12
10246,70
10247,30
10248,29
10249,11
10250,6
10251,7
10252,10
10253,10
10254,12
10255,26
10256,6
10257,12
10258,5
10259,17
10260,13
10261,9
10262,12
10263,17
10264,20
10265,8
10266,80
10267,4
10268,16
10269,4
10270,46
10271,12
10272,80
10273,41
10274,6
10275,24
10276,28
10277,19
10278,11
10279,115
10280,51
10281,8
10282,14
10283,15
10284,48
10285,7
10286,18
10287,16
10288,22
10289,33
10290,14
10291,41
10292,7
10293,14
10294,10
10295,6
10296,6
10297,9
10298,23
10299,22
10300,17
10301,11
10302,30
10303,16
10304,7
10305,7
10306,36
10307,9
10308,5
10309,9
10310,64
10311,12
10312,5
10313,31
10314,18
10315,7
10316,15
10317,4
10318,5
10319,7
10320,12
10321,10
10322,6
10323,19
10324,12
10325,22
10326,220
10327,16
10328,5
10329,5
10330,34
10331,12
10332,11
10333,10
10334,29
10335,8
10336,21
10337,10
10338,8
10339,14
10340,5
10341,11
10342,7
10343,16
10344,44
10345,5
10346,100
10347,17
10348,18
10349,6
10350,9
10351,16
10352,15
10353,20
10354,19
10355,12
10356,5
10357,4
10358,5
10359,43
10360,18
10361,66
10362,5
10363,9
10364,14
10365,18
10366,8
10367,10
10368,9
10369,44
10370,22
10371,12
10372,14
10373,19
10374,8
10375,97
10376,3
10377,5
10378,6
10379,9
10380,4
10381,11
10382,40
10383,20
10384,54
10385,16
10386,14
10387,106
10388,7
10389,10
10390,11
10391,148
10392,7
10393,7
10394,19
10395,5
10396,16
10397,8
10398,4
10399,43
10400,85
10401,7
10402,7
10403,22
10404,16
10405,38
10406,15
10407,24
10408,15
10409,9
10410,22
10411,5
10412,15
10413,6
10414,18
10415,181
10416,69
10417,21
10418,15
10419,6
10420,9
10421,6
10422,7
10423,35
10424,20
10425,10
10426,8
10427,3
10428,5
10429,6
10430,6
10431,39
10432,23
10433,11
10434,9
10435,12
10436,54
10437,16
10438,8
10439,68
10440,8
10441,14
10442,25
10443,8
10444,21
10445,61
10446,19
10447,75
10448,14
10449,6
10450,26
10451,12
10452,24
10453,6
10454,9
10455,31
10456,16
10457,4
10458,11
10459,6
10460,36
10461,12
10462,5
10463,13
10464,9
10465,9
10466,19
10467,18
10468,7
10469,12
10470,8
10471,25
10472,12
10473,38
10474,12
10475,5
10476,61
10477,21
10478,34
10479,20
10480,8
10481,26
10482,17
10483,7
10484,495
10485,7
10486,10
10487,5
10488,76
10489,2380
10490,9
10491,20
10492,5
10493,8
10494,6
10495,17
10496,6
10497,65
10498,8
10499,7
10500,6
10501,35
10502,10
10503,46
10504,27
10505,12
10506,20
10507,7
10508,12
10509,46
10510,7
10511,8
10512,60
10513,58
10514,23
10515,17
10516,14
10517,15
10518,24
10519,7
10520,17
10521,7
10522,16
10523,25
10524,12
10525,7
10526,39
10527,25
10528,73
10529,18
10530,12
10531,7
10532,9
10533,11
10534,40
10535,64
10536,8
10537,18
10538,8
10539,196
10540,33
10541,40
10542,11
10543,9
10544,48
10545,17
10546,18
10547,28
10548,4
10549,90
10550,14
10551,16
10552,19
10553,36
10554,10
10555,12
10556,4
10557,12
10558,3
10559,12
10560,3
10561,8
10562,8
10563,16
10564,16
10565,12
10566,29
10567,28
10568,5
10569,5
10570,26
10571,16
10572,15
10573,14
10574,20
10575,4
10576,6
10577,9
10578,24
10579,24
10580,12
10581,4
10582,6
10583,9
10584,43
10585,12
10586,7
10587,17
10588,22
10589,14
10590,11
10591,4
10592,5
10593,14
10594,21
10595,4
10596,9
10597,43
10598,65
10599,6
10600,4
10601,34
10602,18
10603,33
10604,19
10605,20
10606,31
10607,34
10608,27
10609,11
10610,12
10611,4
10612,7
10613,12
10614,6
10615,12
10616,4
10617,12
10618,7
10619,5
10620,9
10621,15
10622,179
10623,22
10624,6
10625,9
10626,8
10627,5
10628,17
10629,22
10630,10
10631,5
10632,11
10633,10
10634,6
10635,13
10636,3
10637,7
10638,6
10639,43
10640,16
10641,20
10642,28
10643,9
10644,13
10645,8
10646,11
10647,35
10648,5
10649,79
10650,18
10651,6
10652,14
10653,32
10654,17
10655,4
10656,12
10657,28
10658,3
10659,11
10660,7
10661,10
10662,31
10663,15
10664,19
10665,5
10666,34
10667,20
10668,4
10669,4
10670,15
10671,8
10672,13
10673,7
10674,14
10675,170
10676,46
10677,6
10678,17
10679,15
10680,49
10681,15
10682,13
10683,44
10684,2
10685,5
10686,20
10687,3
10688,3
10689,8
10690,16
10691,17
10692,102
10693,16
10694,49
10695,5
10696,101
10697,33
10698,140
10699,7
10700,9
10701,8
10702,6
10703,26
10704,7
10705,16
10706,8
10707,18
10708,10
10709,6
10710,22
10711,8
10712,31
10713,68
10714,11
10715,34
10716,9
10717,3
10718,7
10719,9
10720,11
10721,8
10722,11
10723,13
10724,16
10725,7
10726,9
10727,10
10728,16
10729,10
10730,60
10731,15
10732,21
10733,38
10734,13
10735,22
10736,13
10737,39
10738,3
10739,5
10740,14
10741,10
10742,24
10743,17
10744,26
10745,12
10746,27
10747,8
10748,10
10749,21
10750,12
10751,18
10752,6
10753,4
10754,7
10755,30
10756,13
10757,8
10758,7
10759,176
10760,101
10761,17
10762,16
10763,9
10764,15
10765,8
10766,8
10767,52
10768,6
10769,18
10770,5
10771,10
10772,9
10773,6
10774,47
10775,220
10776,7
10777,12
10778,5
10779,6
10780,53
10781,6
10782,39
10783,26
10784,90
10785,234
10786,7
10787,16
10788,7
10789,11
10790,5
10791,11
10792,36
10793,20
10794,8
10795,6
10796,57
10797,32
10798,14
10799,6
10800,5
10801,12
10802,40
10803,11
10804,178
10805,4
10806,4
10807,3
10808,5
10809,12
10810,94
10811,6
10812,16
10813,3
10814,106
10815,16
10816,67
10817,5
10818,13
10819,16
10820,4
10821,111
10822,45
10823,4
10824,5
10825,18
10826,16
10827,17
10828,6
10829,4
10830,13
10831,7
10832,10
10833,16
10834,11
10835,130
10836,12
10837,36
10838,5
10839,12
10840,14
10841,8
10842,18
10843,17
10844,14
10845,12
10846,15
10847,21
10848,15
10849,10
10850,13
10851,7
10852,7
10853,11
10854,10
10855,15
10856,38
10857,6
10858,16
10859,9
10860,7
10861,30
10862,12
10863,10
10864,9
10865,20
10866,21
10867,12
10868,9
10869,13
10870,9
10871,5
10872,28
10873,16
10874,5
10875,83
10876,10
10877,5
10878,9
10879,9
10880,4
10881,8
10882,15
10883,11
10884,7
10885,7
10886,64
10887,18
10888,9
10889,22
10890,6
10891,21
10892,5
10893,10
10894,14
10895,14
10896,5
10897,13
10898,11
10899,3
10900,8
10901,8
10902,12
10903,4
10904,66
10905,8
10906,23
10907,30
10908,7
10909,8
10910,6
10911,13
10912,14
10913,47
10914,9
10915,37
10916,22
10917,6
10918,11
10919,38
10920,14
10921,11
10922,22
10923,8
10924,20
10925,5
10926,7
10927,14
10928,31
10929,14
10930,10
10931,19
10932,8
10933,15
10934,13
10935,56
10936,50
10937,16
10938,72
10939,6
10940,5
10941,10
10942,10
10943,19
10944,15
10945,11
10946,4
10947,15
10948,19
10949,25
10950,11
10951,7
10952,7
10953,7
10954,7
10955,10
10956,16
10957,5
10958,20
10959,18
10960,13
10961,12
10962,10
10963,14
10964,13
10965,54
10966,15
10967,45
10968,22
10969,4
10970,5
10971,9
10972,9
10973,24
10974,6
10975,8
10976,9
10977,14
10978,39
10979,64
10980,4
10981,6
10982,7
10983,28
10984,18
10985,42
10986,24
10987,85
10988,7
10989,276
10990,22
10991,6
10992,5
10993,11
10994,23
10995,19
10996,9
10997,59
10998,139
10999,7
11000,5
11001,9
11002,15
11003,38
11004,134
11005,34
11006,16
11007,12
11008,6
11009,18
11010,6
11011,18
11012,5
11013,11
11014,7
11015,5
11016,5
11017,82
11018,26
11019,13
11020,12
11021,19
11022,44
11023,81
11024,17
11025,52
11026,48
11027,34
11028,3
11029,52
11030,12
11031,9
11032,4
11033,20
11034,20
11035,76
11036,14
11037,8
11038,15
11039,10
11040,7
11041,6
11042,7
11043,15
11044,42
11045,8
11046,7
11047,7
11048,17
11049,6
11050,12
11051,11
11052,7
11053,5
11054,13
11055,25
11056,7
11057,35
11058,31
11059,6
11060,12
11061,15
11062,10
11063,12
11064,9
11065,12
11066,44
11067,14
11068,36
11069,3
11070,28
11071,4
11072,3
11073,11
11074,22
11075,27
11076,25
11077,3
11078,6
11079,10
11080,7
11081,6
11082,32
11083,13
11084,4
11085,13
11086,6
11087,8
11088,33
11089,7
11090,12
11091,3
11092,10
11093,11
11094,308
11095,33
11096,18
11097,10
11098,8
11099,8
11100,11
11101,10
11102,59
11103,16
11104,6
11105,11
11106,19
11107,12
11108,9
11109,39
11110,17
11111,16
11112,14
11113,6
11114,7
11115,27
11116,16
11117,5
11118,9
11119,11
11120,17
11121,10
11122,9
11123,7
11124,19
11125,27
11126,16
11127,5
11128,14
11129,8
11130,50
11131,16
11132,14
11133,53
11134,13
11135,61
11136,11
11137,20
11138,108
11139,5
11140,52
11141,10
11142,26
11143,12
11144,16
11145,12
11146,68
11147,787
11148,27
11149,84
11150,8
11151,25
11152,4
11153,102
11154,10
11155,6
11156,10
11157,13
11158,9
11159,12
11160,5
11161,5
11162,9
11163,41
11164,5
11165,5
11166,17
11167,57
11168,5
11169,8
11170,42
11171,8
11172,14
11173,39
11174,12
11175,45
11176,9
11177,23
11178,9
11179,9
11180,11
11181,10
11182,80
11183,23
11184,4
11185,7
11186,7
11187,9
11188,12
11189,9
11190,15
11191,24
11192,8
11193,34
11194,49
11195,6
11196,10
11197,18
11198,20
11199,39
11200,335
11201,4
11202,14
11203,8
11204,13
11205,7
11206,5
11207,30
11208,34
11209,11
11210,16
11211,13
11212,35
11213,27
11214,13
11215,16
11216,12
11217,153
11218,143
11219,49
11220,7
11221,8
11222,11
11223,9
11224,17
11225,14
11226,14
11227,23
11228,10
11229,17
11230,33
11231,9
11232,10
11233,30
11234,15
11235,10
11236,8
11237,41
11238,9
11239,9
11240,4
11241,41
11242,27
11243,6
11244,20
11245,14
11246,11
11247,34
11248,9
11249,1663
11250,9
11251,8
11252,18
11253,15
11254,11
11255,4
11256,32
11257,43
11258,171
11259,4
11260,12
11261,14
11262,6
11263,21
11264,25
11265,8
11266,10
11267,4
11268,7
11269,6
11270,29
11271,14
11272,26
11273,12
11274,26
11275,19
11276,39
11277,39
11278,43
11279,13
11280,5
11281,11
11282,28
11283,4
11284,63
11285,19
11286,18
11287,6
11288,10
11289,5
11290,36
11291,6
11292,8
11293,3
11294,20
11295,15
11296,161
11297,18
11298,15
11299,6
11300,14
11301,17
11302,15
11303,19
11304,6
11305,26
11306,10
11307,17
11308,32
11309,18
11310,14
11311,18
11312,29
11313,10
11314,7
11315,5
11316,21
11317,17
11318,12
11319,18
11320,18
11321,13
11322,8
11323,9
11324,15
11325,24
11326,3
11327,9
11328,16
11329,14
11330,26
11331,5
11332,4
11333,6
11334,10
11335,21
11336,11
11337,13
11338,36
11339,5
11340,19
11341,8
11342,6
11343,13
11344,29
11345,3
11346,101
11347,6
11348,5
11349,6
11350,4
11351,30
11352,7
11353,6
11354,25
11355,17
11356,21
11357,16
11358,7
11359,6
11360,6
11361,7
11362,18
11363,8
11364,16
11365,18
11366,6
11367,8
11368,8
11369,23
11370,27
11371,15
11372,24
11373,31
11374,6
11375,5
11376,101
11377,18
11378,6
11379,5
11380,78
11381,14
11382,6
11383,385
11384,4
11385,19
11386,9
11387,13
11388,41
11389,205
11390,30
11391,9
11392,11
11393,30
11394,4
11395,18
11396,18
11397,35
11398,25
11399,8
11400,28
11401,5
11402,6
11403,9
11404,12
11405,12
11406,36
11407,15
11408,16
11409,6
11410,4
11411,26
11412,156
11413,23
11414,9
11415,5
11416,6
11417,9
11418,14
11419,7
11420,4
11421,24
11422,12
11423,8
11424,72
11425,9
11426,7
11427,35
11428,38
11429,5
11430,9
11431,20
11432,23
11433,27
11434,13
11435,17
11436,83
11437,36
11438,18
11439,26
11440,30
11441,15
11442,11
11443,13
11444,3
11445,10
11446,20
11447,7
11448,12
11449,18
11450,40
11451,4
11452,17
11453,4
11454,145
11455,18
11456,11
11457,10
11458,5
11459,7
11460,81
11461,14
11462,8
11463,20
11464,13
11465,16
11466,29
11467,5
11468,5
11469,6974
11470,11
11471,15
11472,73
11473,17
11474,11
11475,12
11476,2
11477,14
11478,3
11479,27
11480,5
11481,8
11482,8
11483,13
11484,4
11485,14
11486,41
11487,13
11488,10
11489,1157
11490,5
11491,6
11492,26
11493,4
11494,100
11495,6
11496,10
11497,17
11498,11
11499,8
11500,8
11501,20
11502,13
11503,4
11504,7
11505,6
11506,33
11507,62
11508,6
11509,8
11510,47
11511,12
11512,7
11513,11
11514,11
11515,7
11516,30
11517,3
11518,6
11519,29
11520,6
11521,9
11522,2
11523,75
11524,5
11525,4
11526,6
11527,36
11528,30
11529,12
11530,14
11531,7
11532,17
11533,60
11534,24
11535,11
11536,10
11537,17
11538,19
11539,7
11540,9
11541,5
11542,4
11543,11
11544,10
11545,14
11546,30
11547,13
11548,6
11549,6
11550,8
11551,19
11552,15
11553,49
11554,7
11555,7
11556,23
11557,16
11558,26
11559,15
11560,12
11561,2260
11562,3
11563,11
11564,13
11565,14
11566,762
11567,24
11568,52
11569,4
11570,25
11571,8
11572,13
11573,29
11574,37
11575,38
11576,15
11577,6
11578,10
11579,6
11580,22
11581,60
11582,9
11583,9
11584,6
11585,5
11586,11
11587,29
11588,8
11589,6
11590,22
11591,28
11592,14
11593,13
11594,72
11595,15
11596,4
11597,10
11598,28
11599,11
11600,9
11601,6
11602,27
11603,10
11604,6
11605,11
11606,6
11607,30
11608,18
11609,6
11610,48
11611,5
11612,10
11613,13
11614,27
11615,6
11616,6
11617,21
11618,8
11619,83
11620,38
11621,18
11622,24
11623,9
11624,14
11625,18
11626,6
11627,8
11628,73
11629,14
11630,12
11631,7
11632,133
11633,9
11634,722
11635,5
11636,283
11637,32
11638,26
11639,53
11640,11
11641,49
11642,20
11643,11
11644,34
11645,28
11646,34
11647,16
11648,9
11649,7
11650,10
11651,5
11652,15
11653,3
11654,44
11655,15
11656,46
11657,8
11658,34
11659,3
11660,25
11661,15
11662,78
11663,5
11664,15
11665,11
11666,4
11667,12
11668,7
11669,36
11670,5
11671,66
11672,14
11673,9
11674,18
11675,10
11676,21
11677,14
11678,214
11679,19
11680,9
11681,10
11682,3
11683,6
11684,8
11685,13
11686,57
11687,25
11688,8
11689,9
11690,23
11691,19
11692,35
11693,12
11694,14
11695,12
11696,9
11697,2
11698,59
11699,8
11700,15
11701,22
11702,16
11703,4
11704,20
11705,21
11706,11
11707,21
11708,13
11709,21
11710,156
11711,12
11712,17
11713,5
11714,7
11715,10
11716,20
11717,31
11718,5
11719,33
11720,7
11721,16
11722,12
11723,9
11724,20
11725,30
11726,8
11727,15
11728,11
11729,14
11730,14
11731,11
11732,18
11733,7
11734,57
11735,7
11736,27
11737,34
11738,20
11739,31
11740,14
11741,9
11742,11
11743,12
11744,16
11745,946
11746,15
11747,8
11748,9
11749,12
11750,8
11751,15
11752,11
11753,56
11754,9
11755,13
11756,10
11757,16
11758,31
11759,20
11760,19
11761,141
11762,11
11763,10
11764,5
11765,7
11766,6
11767,17
11768,10
11769,27
11770,6
11771,5
11772,38
11773,8
11774,14
11775,2
11776,49
11777,6
11778,8
11779,44
11780,9
11781,15
11782,10
11783,43
11784,47
11785,7
11786,11
11787,38
11788,24
11789,13
11790,8
11791,10
11792,33
11793,9
11794,6
11795,22
11796,101
11797,142
11798,15
11799,12
11800,11
11801,340
11802,22
11803,30
11804,20
11805,24
11806,4
11807,21
11808,51
11809,17
11810,23
11811,28
11812,11
11813,40
11814,9
11815,7
11816,21
11817,16
11818,7
11819,13
11820,17
11821,50
11822,7
11823,80
11824,7
11825,22
11826,4
11827,25
11828,8
11829,61
11830,15
11831,17
11832,62
11833,7
11834,22
11835,12
11836,12
11837,19
11838,4
11839,579
11840,9
11841,9
11842,10
11843,7
11844,7
11845,8
11846,6
11847,39
11848,93
11849,6
11850,8
11851,27
11852,7
11853,243
11854,27
11855,4
11856,5
11857,592
11858,19
11859,16
11860,16
11861,5
11862,22
11863,17
11864,12
11865,87
11866,14
11867,3
11868,19
11869,59
11870,14
11871,29
11872,21
11873,3
11874,18
11875,26
11876,14
11877,3
11878,6
11879,19
11880,4
11881,67
11882,21
11883,26
11884,13
11885,17
11886,12
11887,40
11888,16
11889,29
11890,26
11891,20
11892,6
11893,23
11894,17
11895,10
11896,14
11897,9
11898,16
11899,33
11900,4
11901,20
11902,29
11903,10
11904,11
11905,27
11906,20
11907,22
11908,16
11909,11
11910,28
11911,8
11912,14
11913,12
11914,20
11915,3
11916,21
11917,18
11918,9
11919,3
11920,67
11921,16
11922,7
11923,32
11924,10
11925,33
11926,195
11927,10
11928,12
11929,34
11930,15
11931,39
11932,90
11933,16
11934,14
11935,267
11936,127
11937,28
11938,27
11939,9
11940,87
11941,11
11942,67
11943,9
11944,4
11945,51
11946,145
11947,15
11948,128
11949,17
11950,13
11951,46
11952,104
11953,8
11954,18
11955,12
11956,8
11957,19
11958,5
11959,8
11960,7
11961,7
11962,7
11963,10
11964,10
11965,7
11966,21
11967,7
11968,14
11969,16
11970,18
11971,12
11972,7
11973,8
11974,4
11975,9
11976,21
11977,7
11978,25
11979,8
11980,11
11981,14
11982,167
11983,9
11984,20
11985,3
11986,22
11987,6
11988,7
11989,4
11990,19
11991,19
11992,10
11993,40
11994,8
11995,18
11996,29
11997,37
11998,6
11999,193
12000,67
12001,11
12002,26
12003,31
12004,1299
12005,17
12006,16
12007,22
12008,9
12009,526
12010,8
12011,27
12012,31
12013,17
12014,51
12015,48
12016,3
12017,7
12018,10
12019,59
12020,21
12021,10
12022,4
12023,15
12024,50
12025,27
12026,73
12027,24
12028,19
12029,8
12030,17
12031,14
12032,5
12033,35
12034,41
12035,67
12036,31
12037,11
12038,4
12039,4
12040,22
12041,10
12042,5
12043,20
12044,94
12045,33
12046,14
12047,29
12048,12
12049,77
12050,27
12051,6
12052,9
12053,32
12054,13
12055,7
12056,10
12057,12
12058,35
12059,3
12060,24
12061,25
12062,4
12063,22
12064,24
12065,5
12066,19
12067,41
12068,21
12069,34
12070,4
12071,22
12072,9
12073,54
12074,10
12075,24
12076,3
12077,5
12078,4
12079,5
12080,20
12081,109
12082,14
12083,27
12084,8
12085,14
12086,37
12087,6
12088,23
12089,9
12090,5
12091,20
12092,14
12093,15
12094,19
12095,42
12096,7
12097,33
12098,8
12099,10
12100,42
12101,16
12102,9
12103,9
12104,19
12105,4
12106,11
12107,83
12108,6
12109,608
12110,8
12111,10
12112,7
12113,7
12114,30
12115,4
12116,12
12117,7
12118,12
12119,7
12120,24
12121,12
12122,13
12123,5
12124,15
12125,6
12126,6
12127,142
12128,25
12129,3
12130,54
12131,38
12132,14
12133,40
12134,16
12135,6
12136,9
12137,12
12138,13
12139,9
12140,8
12141,50
12142,14
12143,10
12144,13
12145,10
12146,9
12147,9
12148,11
12149,15
12150,9
12151,15
12152,7
12153,9
12154,10
12155,8
12156,32
12157,14
12158,9
12159,36
12160,8
12161,24
12162,45
12163,11
12164,50
12165,53
12166,16
12167,5
12168,16
12169,11
12170,4
12171,13
12172,6
12173,8
12174,128
12175,8
12176,31
12177,21
12178,18
12179,4
12180,631
12181,2487
12182,9
12183,74
12184,12
12185,16
12186,5
12187,11
12188,11
12189,6
12190,5
12191,36
12192,19
12193,7
12194,4
12195,10
12196,8
12197,7
12198,18
12199,39
12200,101
12201,13
12202,13
12203,10
12204,9
12205,299
12206,8
12207,37
12208,12
12209,4
12210,13
12211,43
12212,21
12213,17
12214,7
12215,10
12216,4
12217,8
12218,8
12219,12
12220,12
12221,79
12222,25
12223,33
12224,9
12225,30
12226,279
12227,36
12228,12
12229,16
12230,9
12231,11
12232,18
12233,11
12234,28
12235,7
12236,6
12237,4
12238,7
12239,6
12240,2006
12241,23
12242,22
12243,9
12244,6
12245,12
12246,9
12247,13
12248,22
12249,7
12250,5
12251,40
12252,24
12253,122
12254,4
12255,11
12256,10
12257,26
12258,8
12259,5
12260,115
12261,4
12262,50
12263,53
12264,5
12265,50
